"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Eduardo Rodriguez","Red Sox","10","8","4.25","26","26","0","152.0","144","72","23","159","58","1.33","9.42","3.45","4.32","2.2","2.7","224.5","13164"
"Chris Sale","Red Sox","6","4","3.35","15","15","0","84.0","68","31","11","109","22","1.07","11.64","2.38","3.31","2.2","2.4","256.3","10603"
"Corbin Burnes","Brewers","9","8","4.09","24","24","0","139.0","122","63","20","157","58","1.29","10.16","3.74","4.21","2.2","2.4","60.7","19361"
"Sean Manaea","Athletics","9","10","4.35","28","28","0","161.0","166","78","24","139","45","1.31","7.74","2.50","4.38","2.2","2.0","243.2","15873"
"Michael Pineda","Twins","10","9","4.64","28","28","0","159.0","165","82","28","142","42","1.29","8.03","2.35","4.63","2.2","2.0","233.3","5372"
"Mike Minor","Royals","10","11","4.65","29","29","0","178.0","180","92","29","156","59","1.35","7.89","2.99","4.72","2.2","2.4","300.5","10021"
"James Paxton","Mariners","8","9","4.04","24","24","0","133.0","120","60","21","139","45","1.24","9.43","3.07","4.26","2.1","2.3","259.2","11828"
"Spencer Turnbull","Tigers","9","11","4.67","28","28","0","156.0","157","81","21","145","64","1.42","8.35","3.70","4.54","2.1","2.0","363.1","16207"
"Dallas Keuchel","White Sox","11","11","4.51","31","31","0","185.0","204","93","25","130","62","1.44","6.34","3.03","4.71","2.1","2.1","197.3","9434"
"Pablo Lopez","Marlins","9","10","4.19","28","28","0","160.0","158","75","22","145","51","1.30","8.15","2.85","4.28","2.1","2.0","131.1","17085"
"Sixto Sanchez","Marlins","8","9","4.12","24","24","0","138.0","136","63","18","124","44","1.31","8.06","2.89","4.20","2.0","1.8","136.7","19680"
"Frankie Montas","Athletics","8","9","4.27","24","24","0","136.0","131","64","19","132","48","1.32","8.72","3.16","4.27","2.0","1.9","157.5","14309"
"Yusei Kikuchi","Mariners","9","10","4.24","28","28","0","158.0","151","74","24","147","55","1.31","8.40","3.15","4.46","2.0","2.4","333.9","20633"
"Robbie Ray","Blue Jays","10","10","4.57","29","29","0","163.0","141","83","28","200","85","1.39","11.03","4.72","4.71","2.0","2.1","354.0","11486"
"Dane Dunning","Rangers","7","9","4.57","23","23","0","126.0","127","64","19","116","47","1.38","8.23","3.38","4.61","2.0","2.1","291.9","19409"
"Chris Bassitt","Athletics","9","10","4.49","28","28","0","166.0","165","83","25","148","54","1.32","8.01","2.91","4.51","1.9","1.8","185.0","12304"
"Dylan Bundy","Angels","10","11","4.79","29","29","0","175.0","176","93","33","168","55","1.32","8.65","2.85","4.80","1.9","1.8","114.1","12917"
"John Means","Orioles","8","11","4.86","28","28","0","160.0","164","87","33","142","45","1.31","7.95","2.55","5.13","1.8","1.7","211.2","16269"
"Jordan Montgomery","Yankees","8","7","4.44","23","23","0","122.0","120","60","21","119","39","1.31","8.80","2.91","4.52","1.8","1.8","242.0","16511"
"Kwang-hyun Kim","Cardinals","10","10","4.35","28","28","0","165.0","172","80","24","137","51","1.35","7.44","2.77","4.45","1.8","2.0","270.7","27458"
"Jameson Taillon","Yankees","8","8","4.66","23","23","0","133.0","139","69","23","119","39","1.34","8.03","2.64","4.63","1.8","1.6","206.6","11674"
"Brady Singer","Royals","8","9","4.46","24","24","0","137.0","141","68","18","117","50","1.40","7.69","3.29","4.42","1.8","2.1","253.9","25377"
"Jose Quintana","Angels","9","10","4.56","28","28","0","156.0","162","79","26","139","49","1.35","8.00","2.84","4.64","1.8","1.9","470.1","11423"
"Luis Severino","Yankees","6","4","3.91","15","15","0","83.0","76","36","12","90","25","1.22","9.80","2.72","3.96","1.7","1.7","451.3","15890"
"Jon Gray","Rockies","8","11","5.16","28","28","0","155.0","169","89","28","129","54","1.44","7.45","3.16","5.04","1.7","2.0","503.7","14916"
"Chris Archer","Rays","8","9","4.34","24","24","0","139.0","130","67","23","145","51","1.30","9.42","3.27","4.45","1.7","1.9","470.1","6345"
"Jake Odorizzi","","9","10","4.70","28","28","0","155.0","150","81","29","159","57","1.33","9.19","3.29","4.78","1.7","1.7","299.8","6397"
"Tyler Mahle","Reds","8","10","4.87","26","26","0","144.0","143","78","27","147","54","1.37","9.22","3.41","4.85","1.7","1.4","182.0","16358"
"Josh Lindblom","Brewers","9","11","4.72","29","29","0","168.0","166","88","32","162","51","1.30","8.67","2.74","4.78","1.7","1.8","337.8","7882"
"Zach Plesac","Indians","9","10","4.71","26","26","0","158.0","164","83","29","139","46","1.33","7.89","2.63","4.85","1.7","1.9","70.8","19979"
"Jose Urquidy","Astros","9","9","4.66","26","26","0","147.0","150","76","26","133","41","1.31","8.14","2.54","4.70","1.6","1.4","216.9","18413"
"Noah Syndergaard","Mets","6","5","4.07","16","16","0","95.0","90","43","13","93","27","1.24","8.78","2.60","4.02","1.6","1.4","306.6","11762"
"Mike Soroka","Braves","9","8","4.44","24","24","0","139.0","146","68","19","112","45","1.37","7.29","2.91","4.46","1.6","1.8","177.8","18383"
"Danny Duffy","Royals","9","11","4.84","28","28","0","157.0","160","84","27","141","58","1.39","8.07","3.32","4.87","1.6","1.8","510.3","3542"
"Brad Keller","Royals","9","11","4.79","28","28","0","166.0","181","89","21","120","67","1.49","6.49","3.61","4.76","1.6","1.8","337.5","15734"
"Justus Sheffield","Mariners","8","10","4.52","26","26","0","149.0","147","75","21","130","70","1.45","7.82","4.20","4.84","1.5","1.7","292.5","17285"
"David Price","Dodgers","9","7","4.29","23","23","0","126.0","122","60","21","125","42","1.29","8.91","2.96","4.47","1.5","1.5","186.5","3184"
"Nate Pearson","Blue Jays","8","8","4.79","23","23","0","126.0","123","67","22","122","51","1.39","8.75","3.68","4.89","1.5","1.2","249.9","20160"
"Rick Porcello","","8","10","4.96","26","26","0","146.0","157","81","27","121","41","1.36","7.45","2.55","4.95","1.5","1.1","573.7","2717"
"Tarik Skubal","Tigers","7","8","4.52","21","21","0","114.0","107","57","19","124","45","1.33","9.79","3.56","4.56","1.5","1.7","999.0","22267"
"Alex Cobb","Angels","9","10","4.79","28","28","0","153.0","169","81","25","118","44","1.40","6.96","2.60","4.80","1.5","1.4","539.0","6562"
"Drew Smyly","Braves","9","8","4.41","24","24","0","134.0","122","66","23","154","52","1.30","10.32","3.49","4.44","1.5","1.9","226.7","11760"
"Zach Eflin","Phillies","10","11","4.85","29","29","0","168.0","175","91","31","150","51","1.35","8.06","2.76","4.88","1.5","1.4","210.0","13774"
"Triston McKenzie","Indians","8","9","4.65","24","24","0","136.0","130","70","25","139","49","1.32","9.18","3.23","4.73","1.5","1.7","192.6","18000"
"Chris Paddack","Padres","7","6","4.20","19","19","0","107.0","103","50","17","106","29","1.23","8.96","2.42","4.23","1.5","1.4","112.2","20099"
"Miles Mikolas","Cardinals","8","8","4.54","23","23","0","131.0","142","66","21","99","29","1.30","6.81","1.96","4.56","1.4","1.3","408.1","9803"
"Aaron Civale","Indians","8","9","4.67","24","24","0","144.0","153","75","24","122","39","1.33","7.57","2.44","4.67","1.4","1.7","190.0","19479"
"Garrett Richards","Red Sox","8","7","4.62","23","23","0","122.0","121","62","19","115","47","1.39","8.53","3.51","4.59","1.4","1.7","420.4","9784"
"J.A. Happ","Twins","8","8","4.69","24","24","0","135.0","138","71","23","121","47","1.36","8.05","3.09","4.78","1.4","1.6","395.9","7410"
"Chris Flexen","Mariners","6","7","4.32","18","18","0","101.0","94","48","16","103","39","1.32","9.19","3.44","4.47","1.4","1.4","558.8","13896"
"Griffin Canning","Angels","8","9","4.77","24","24","0","134.0","134","71","24","132","50","1.37","8.83","3.36","4.82","1.4","1.3","304.8","19867"
"Kyle Freeland","Rockies","9","12","5.25","29","29","0","168.0","190","98","28","127","64","1.51","6.80","3.43","5.15","1.4","2.0","558.3","16256"
"Sandy Alcantara","Marlins","9","12","4.68","29","29","0","181.0","182","94","27","159","76","1.42","7.89","3.75","4.74","1.4","1.3","144.0","18684"
"Kris Bubic","Royals","7","8","4.66","23","23","0","126.0","126","65","19","113","55","1.43","8.03","3.95","4.80","1.4","1.6","999.0","21455"
"Merrill Kelly","Diamondbacks","8","10","4.95","24","29","0","145.0","154","80","25","123","48","1.39","7.66","2.97","4.90","1.4","1.1","488.0","11156"
"Anthony DeSclafani","Giants","9","10","4.67","28","28","0","154.0","158","80","25","135","49","1.35","7.92","2.85","4.62","1.3","1.3","454.6","13050"
"Steven Matz","Blue Jays","8","8","4.78","23","23","0","123.0","125","65","22","116","43","1.36","8.49","3.14","4.78","1.3","1.2","535.3","13361"
"Ian Anderson","Braves","8","7","4.46","23","23","0","128.0","120","64","18","133","62","1.42","9.33","4.37","4.56","1.3","1.6","102.2","19951"
"Julio Urias","Dodgers","9","8","4.58","23","33","0","133.0","128","67","22","125","52","1.36","8.47","3.56","4.81","1.3","1.1","116.2","14765"
"Martin Perez","Red Sox","9","10","4.94","28","28","0","161.0","177","88","25","123","63","1.49","6.84","3.52","4.97","1.2","1.6","574.1","6902"
"Taijuan Walker","","9","11","5.02","28","28","0","163.0","170","91","29","144","61","1.42","7.93","3.37","5.02","1.2","1.2","304.1","11836"
"Ryan Yarbrough","Rays","9","11","4.60","28","28","0","163.0","171","83","26","125","48","1.34","6.92","2.65","4.81","1.2","1.6","252.4","16502"
"Dylan Cease","White Sox","8","9","4.73","24","24","0","133.0","129","70","22","133","63","1.44","8.98","4.28","4.88","1.2","1.2","417.5","18525"
"Jonathan Brubaker","Pirates","7","8","4.57","21","26","0","121.0","124","62","17","106","44","1.38","7.84","3.29","4.58","1.2","1.2","500.0","17578"
"Michael Kopech","White Sox","6","6","4.58","18","18","0","101.0","92","51","17","113","44","1.35","10.07","3.91","4.68","1.2","1.1","286.4","17282"
"Matt Shoemaker","Twins","7","7","4.72","19","19","0","108.0","109","57","18","100","39","1.37","8.33","3.28","4.78","1.2","1.2","543.0","4776"
"Michael Fulmer","Tigers","7","10","5.27","24","24","0","129.0","146","75","22","94","43","1.47","6.54","3.02","5.16","1.2","0.8","573.7","13218"
"Dustin May","Dodgers","6","5","4.00","13","34","0","92.0","89","41","12","86","29","1.28","8.42","2.84","4.11","1.2","1.1","185.1","19716"
"Luke Weaver","Diamondbacks","8","9","4.77","24","24","0","133.0","135","71","24","127","46","1.36","8.58","3.08","4.76","1.2","1.3","426.4","16918"
"A.J. Puk","Athletics","5","4","3.93","11","21","0","75.0","66","33","10","85","31","1.30","10.21","3.78","4.05","1.2","1.2","393.8","19343"
"Vince Velasquez","Phillies","7","8","4.88","23","28","0","125.0","121","68","25","129","50","1.36","9.31","3.58","5.06","1.1","1.0","535.4","11189"
"Adrian Houser","Brewers","7","8","4.60","23","23","0","122.0","127","62","17","100","46","1.42","7.38","3.42","4.69","1.1","1.3","478.3","12718"
"Ross Stripling","Blue Jays","6","6","4.57","15","45","0","108.0","111","55","18","98","33","1.34","8.12","2.76","4.61","1.1","1.0","487.4","13273"
"Deivi Garcia","Yankees","6","6","4.98","18","18","0","102.0","100","56","19","101","43","1.41","8.92","3.83","5.11","1.1","0.9","339.6","20276"
"Alex Wood","Giants","8","8","4.29","21","31","0","126.0","128","60","18","110","41","1.34","7.87","2.93","4.40","1.1","1.4","501.4","13781"
"Adam Wainwright","Cardinals","8","10","4.83","26","26","0","153.0","163","82","25","121","53","1.42","7.13","3.14","4.90","1.1","1.0","440.4","2233"
"Carlos Martinez","Cardinals","7","9","4.81","24","24","0","134.0","139","72","20","109","58","1.46","7.33","3.86","4.92","1.1","0.9","438.8","11682"
"Aroldis Chapman","Yankees","4","3","3.10","0","63","31","63.0","45","22","7","91","29","1.16","12.99","4.07","3.25","1.1","1.2","72.1","10233"
"Antonio Senzatela","Rockies","8","12","5.54","29","29","0","168.0","197","103","29","111","63","1.55","5.94","3.37","5.38","1.1","1.5","550.8","15488"
"Tejay Antone","Reds","6","7","4.62","15","39","0","105.0","104","54","15","99","45","1.42","8.47","3.85","4.67","1.1","1.0","999.0","16233"
"Domingo German","Yankees","6","6","4.77","16","21","0","96.0","95","51","18","96","34","1.34","9.02","3.14","4.84","1.1","1.0","316.3","17149"
"Johnny Cueto","Giants","9","11","4.74","29","29","0","174.0","183","92","27","146","62","1.40","7.54","3.20","4.79","1.0","1.2","525.0","6893"
"Edwin Diaz","Mets","4","3","3.03","0","63","32","63.0","43","21","7","93","25","1.09","13.31","3.56","3.08","1.0","1.1","80.2","14710"
"Brett Anderson","Brewers","7","8","4.60","23","23","0","125.0","140","64","18","80","36","1.41","5.77","2.61","4.78","1.0","1.4","596.1","8223"
"Mitch Keller","Pirates","7","9","4.75","23","23","0","123.0","121","65","19","118","55","1.43","8.64","4.02","4.74","1.0","1.1","302.3","17594"
"Dean Kremer","Orioles","7","10","5.15","24","24","0","145.0","145","83","27","130","66","1.46","8.05","4.12","5.37","1.0","1.1","999.0","19350"
"Liam Hendriks","White Sox","4","3","3.38","0","68","29","68.0","54","26","9","90","21","1.10","11.92","2.74","3.35","1.0","1.1","59.6","3548"
"Trevor Rogers","Marlins","6","6","4.26","18","18","0","97.0","92","46","14","94","39","1.35","8.68","3.62","4.48","1.0","1.1","999.0","22286"
"David Peterson","Mets","8","8","4.43","23","23","0","127.0","128","62","18","106","53","1.43","7.52","3.76","4.75","1.0","1.2","999.0","20302"
"Nick Anderson","Rays","3","3","3.34","0","63","14","63.0","48","23","9","85","22","1.11","12.15","3.16","3.43","1.0","1.0","163.0","18337"
"Cristian Javier","Astros","7","8","4.97","23","23","0","127.0","118","70","24","135","61","1.41","9.60","4.33","5.13","1.0","0.8","221.9","17606"
"Josh Hader","Brewers","3","3","3.33","0","63","25","63.0","43","23","9","95","26","1.11","13.54","3.77","3.50","1.0","1.0","58.3","14212"
"Jordan Lyles","Rangers","6","12","5.51","26","26","0","148.0","163","90","29","114","56","1.49","6.98","3.43","5.49","1.0","1.2","586.4","7593"
"Rich Hill","Rays","6","7","4.52","19","19","0","106.0","101","53","17","98","41","1.35","8.37","3.51","4.77","1.0","1.2","445.8","4806"
"Casey Mize","Tigers","5","8","5.24","19","19","0","106.0","114","62","19","88","38","1.43","7.48","3.24","5.16","1.0","0.7","414.2","20492"
"Wade Miley","Reds","8","10","5.02","26","26","0","138.0","150","77","22","114","62","1.53","7.39","4.02","5.09","1.0","1.0","589.5","8779"
"Mike Leake","","7","9","5.09","23","23","0","133.0","156","75","24","83","29","1.40","5.63","1.98","5.09","0.9","0.8","999.0","10130"
"Austin Gomber","Rockies","7","9","5.21","23","23","0","125.0","129","72","23","113","58","1.49","8.10","4.15","5.27","0.9","1.6","550.6","16561"
"Mike Foltynewicz","Rangers","6","10","5.40","21","28","0","126.0","136","76","25","101","49","1.47","7.18","3.48","5.49","0.9","1.1","562.6","10811"
"Logan Webb","Giants","6","7","4.49","19","24","0","110.0","113","55","14","92","45","1.44","7.57","3.65","4.50","0.9","1.0","570.9","17995"
"Keegan Akin","Orioles","6","9","5.13","23","23","0","127.0","124","73","26","123","63","1.47","8.68","4.48","5.51","0.9","1.0","999.0","19362"
"Elieser Hernandez","Marlins","8","10","4.79","26","26","0","144.0","140","77","27","141","51","1.33","8.83","3.20","4.89","0.9","1.0","240.5","16933"
"Cal Quantrill","Indians","6","7","4.90","18","26","0","105.0","112","57","18","88","34","1.39","7.51","2.91","4.90","0.9","0.9","427.5","19312"
"Tony Gonsolin","Dodgers","5","5","4.30","10","45","0","89.0","83","43","15","93","30","1.27","9.42","3.05","4.40","0.8","0.8","226.3","19388"
"Shohei Ohtani","Angels","5","6","4.73","16","16","0","88.0","84","46","14","92","43","1.43","9.37","4.36","4.81","0.8","0.9","226.2","19755"
"Carlos Rodon","White Sox","5","6","4.77","13","33","0","92.0","90","49","16","88","38","1.39","8.57","3.70","4.91","0.8","0.6","572.9","16137"
"James Karinchak","Indians","3","3","3.38","0","63","32","63.0","45","24","7","92","34","1.26","13.19","4.85","3.49","0.8","1.0","102.3","20151"
"Madison Bumgarner","Diamondbacks","8","13","5.39","29","29","0","176.0","198","105","36","133","53","1.43","6.79","2.72","5.41","0.8","0.6","386.5","5524"
"Corbin Martin","Diamondbacks","5","5","4.71","15","15","0","82.0","80","43","13","78","35","1.42","8.62","3.88","4.72","0.8","0.8","574.7","19884"
"Logan Allen","Indians","6","7","4.81","19","22","0","113.0","114","60","18","99","50","1.45","7.90","3.99","5.03","0.8","1.2","591.7","18555"
"Tanner Roark","Blue Jays","8","9","5.34","24","24","0","135.0","148","80","26","107","48","1.45","7.11","3.18","5.37","0.8","0.6","591.0","8753"
"Peter Fairbanks","Rays","3","3","3.40","0","60","12","60.0","47","23","7","76","25","1.20","11.39","3.76","3.53","0.8","0.8","460.6","17998"
"Alec Mills","Cubs","8","9","5.08","24","24","0","141.0","151","80","25","110","52","1.44","7.02","3.29","5.16","0.8","0.8","487.6","13834"
"Adrian Morejon","Padres","4","3","3.97","10","14","0","56.0","50","25","7","61","23","1.31","9.87","3.75","4.14","0.8","0.8","546.2","20039"
"Jake Arrieta","Cubs","8","9","5.11","24","24","0","135.0","148","77","21","97","53","1.49","6.47","3.55","5.10","0.8","0.6","586.0","4153"
"Chad Green","Yankees","3","3","3.76","0","60","2","60.0","50","25","9","75","19","1.16","11.31","2.89","3.80","0.8","0.7","565.5","15552"
"Trevor May","Mets","3","3","3.64","0","64","3","64.0","51","26","9","82","25","1.19","11.56","3.55","3.77","0.8","0.6","512.9","6398"
"Taylor Rogers","Twins","3","3","3.55","0","63","11","63.0","56","25","8","71","20","1.20","10.21","2.87","3.63","0.8","0.9","151.5","13449"
"Randy Dobnak","Twins","6","6","4.72","15","41","0","105.0","117","55","15","70","33","1.42","5.96","2.79","4.78","0.7","0.9","492.0","23798"
"Aaron Bummer","White Sox","3","3","3.33","0","62","3","62.0","54","23","6","68","26","1.29","9.84","3.77","3.61","0.7","0.9","497.8","16258"
"Cole Hamels","","6","8","5.00","21","21","0","118.0","125","65","19","97","46","1.45","7.44","3.50","5.05","0.7","0.9","582.1","4972"
"Jose Leclerc","Rangers","3","3","3.90","0","60","22","60.0","47","26","8","77","31","1.30","11.60","4.60","4.07","0.7","0.8","309.3","14524"
"Michael Lorenzen","Reds","6","8","5.06","18","39","0","121.0","127","68","20","107","56","1.50","7.92","4.13","5.06","0.7","0.6","396.0","14843"
"Michael Wacha","Rays","6","8","4.78","21","21","0","113.0","116","60","19","97","43","1.40","7.74","3.41","4.91","0.7","1.0","516.9","14078"
"Josh Fleming","Rays","4","5","4.37","13","17","0","77.0","83","37","10","54","24","1.38","6.28","2.79","4.60","0.7","0.9","999.0","20418"
"Zach Davies","Cubs","8","11","5.27","28","28","0","159.0","181","93","28","113","57","1.49","6.40","3.20","5.25","0.7","0.6","251.2","13183"
"Caleb Smith","Diamondbacks","7","9","5.21","24","24","0","132.0","129","76","27","135","58","1.42","9.23","3.99","5.33","0.7","0.8","347.6","14875"
"Matt Barnes","Red Sox","3","3","3.71","0","65","28","65.0","53","27","7","83","32","1.30","11.52","4.37","3.72","0.7","0.9","226.4","12863"
"Tyler Anderson","Pirates","7","11","5.26","26","26","0","148.0","161","87","28","115","58","1.48","6.98","3.53","5.39","0.7","0.5","598.5","12880"
"Ryan Pressly","Astros","3","3","3.55","0","62","30","62.0","54","24","7","71","21","1.21","10.38","3.00","3.58","0.7","0.7","118.3","7005"
"Jakob Junis","Royals","5","6","4.85","13","34","0","93.0","99","50","16","80","28","1.36","7.73","2.69","4.75","0.7","0.8","599.1","13619"
"Kyle Cody","Rangers","3","4","4.89","10","10","0","53.0","54","29","9","48","22","1.43","8.11","3.66","4.91","0.7","0.7","999.0","19686"
"Tanner Houck","Red Sox","6","7","5.09","19","19","0","111.0","113","63","17","94","56","1.52","7.68","4.51","5.15","0.7","1.0","999.0","19879"
"Tanner Scott","Orioles","3","3","3.66","0","63","3","63.0","52","26","7","75","32","1.34","10.68","4.59","4.00","0.7","0.8","580.6","17586"
"Kirby Yates","Blue Jays","3","3","3.72","0","60","27","60.0","50","25","8","75","21","1.19","11.30","3.21","3.73","0.7","0.7","145.0","9073"
"Emmanuel Clase","Indians","3","3","3.59","0","56","2","56.0","49","22","6","63","21","1.26","10.10","3.40","3.65","0.7","0.8","476.8","21032"
"Zack Britton","Yankees","3","3","3.50","0","63","4","63.0","59","25","5","60","30","1.42","8.60","4.32","3.87","0.7","0.9","376.4","3240"
"MacKenzie Gore","Padres","5","5","4.63","15","15","0","83.0","80","43","14","80","36","1.40","8.64","3.86","4.84","0.7","0.7","999.0","sa3005068"
"Steven Brault","Pirates","8","12","5.03","28","28","0","158.0","162","88","23","133","80","1.53","7.57","4.54","5.15","0.7","0.8","500.8","15291"
"Kolby Allard","Rangers","3","4","4.86","11","11","0","61.0","62","33","10","51","25","1.45","7.57","3.77","5.03","0.7","0.9","598.1","18694"
"Matthew Manning","Tigers","3","5","5.01","11","11","0","65.0","67","36","11","58","28","1.47","8.03","3.90","4.97","0.7","0.6","999.0","sa917924"
"Craig Kimbrel","Cubs","3","3","3.65","0","63","32","63.0","47","26","8","88","30","1.22","12.52","4.24","3.72","0.6","0.8","177.3","6655"
"Freddy Peralta","Brewers","4","4","4.13","5","58","0","80.0","66","37","13","97","35","1.28","10.99","4.00","4.27","0.6","0.8","358.8","18679"
"Daniel Norris","Tigers","3","4","4.30","3","56","0","70.0","70","34","11","69","22","1.30","8.85","2.82","4.27","0.6","0.6","592.0","13475"
"Kyle Wright","Braves","7","7","4.91","19","27","0","115.0","118","63","17","101","51","1.48","7.92","4.02","4.90","0.6","0.9","530.0","19665"
"Justin Dunn","Mariners","5","9","5.29","21","21","0","112.0","113","66","21","99","54","1.49","7.92","4.32","5.46","0.6","0.4","551.6","19268"
"Nick Pivetta","Red Sox","5","6","5.11","16","21","0","95.0","99","54","17","83","37","1.44","7.92","3.56","5.09","0.6","0.8","526.0","15454"
"Daulton Jefferies","Athletics","3","3","4.54","8","8","0","45.0","46","23","7","41","14","1.31","8.08","2.72","4.55","0.6","0.4","585.5","19345"
"Adbert Alzolay","Cubs","5","5","4.82","15","18","0","83.0","78","45","14","86","40","1.42","9.26","4.36","4.92","0.6","0.6","365.0","17859"
"Jose Urena","Tigers","6","9","5.59","21","26","0","123.0","142","76","23","89","46","1.52","6.47","3.34","5.49","0.6","0.4","585.1","11589"
"Brett Martin","Rangers","3","3","3.99","0","55","0","55.0","53","24","7","52","21","1.34","8.58","3.45","4.20","0.6","0.7","999.0","17369"
