"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Anthony Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".301",".370",".671",".289","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa502038"
"Jon Kemmer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".291",".382",".673",".287","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738208"
"Travis Jones","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".316",".373",".688",".298","","81","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829805"
"Michael James","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".277",".287",".563",".250","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829039"
"Connor Marabell","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".296",".382",".677",".289","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa858026"
"William Toffey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".289",".313",".602",".266","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829401"
"Daniel Descalso","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".305",".333",".638",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","8392"
"Trent Giambrone","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".276",".361",".637",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658813"
"Braden Policelli","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".260",".314",".573",".249","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918279"
"Dominique Thompson-Williams","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".265",".344",".609",".260","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829483"
"Juan Gamboa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".288",".306",".594",".262","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa542553"
"Kenneth Michalczewski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".279",".348",".626",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737859"
"Victor Mesa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".280",".337",".617",".265","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008602"
"Brett Sullivan","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".287",".362",".649",".278","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa857232"
"Jin-De Jhang","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".267",".310",".577",".250","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa653546"
"Isaac Rodriguez Salazar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".285",".312",".596",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa878470"
"Aneury Tavarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".283",".343",".626",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa598684"
"Alfredo Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".277",".290",".567",".252","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","14267"
"John Riley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".260",".312",".572",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738650"
"Roberto Valenzuela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".280",".316",".596",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3001901"
"Vincent Fernandez","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".293",".380",".674",".287","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873990"
"Ryan Walker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".297",".314",".611",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738172"
"Brock Lundquist","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".293",".367",".660",".283","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002834"
"Manuel Melendez","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".267",".303",".391",".693",".295","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828329"
"Andrew Ely","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".290",".294",".584",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829591"
"Michael Cruz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".247",".322",".569",".244","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918049"
"Carlton Daal","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".251",".286",".338",".625",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa729572"
"Drew Stankiewicz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".294",".323",".617",".269","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599531"
"Tyler Krieger","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".290",".329",".619",".269","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658994"
"Jesmuel Valentin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".294",".331",".624",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","14548"
"Oscar Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".255",".287",".393",".680",".288","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872782"
"Evan Gattis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".295",".444",".739",".309","","90","0.0","0.0","","0.0","0.0","0.0","","999.0","11003"
"Cole Peterson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".278",".317",".596",".258","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003965"
"Frederick Davis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".274",".329",".603",".259","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829296"
"Jefry Marte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".290",".400",".690",".293","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","5107"
"Scott Manea","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".251",".296",".548",".239","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829837"
"Erick Castillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".265",".305",".571",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658211"
"Jose Queliz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".261",".309",".570",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658848"
"Cheslor Cuthbert","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".294",".395",".689",".293","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","10473"
"Bryan De La Cruz","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".291",".353",".644",".277","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828304"
"Chris Coghlan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".295",".354",".649",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","6878"
"Ivan Herrera","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".263",".307",".570",".248","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003191"
"Eduard Pinto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".297",".376",".672",".287","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa579381"
"Chuck Taylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".309",".351",".660",".287","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658001"
"Mason Williams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".305",".372",".677",".291","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","11859"
"David Masters","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".281",".330",".610",".266","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602586"
"Andres Blanco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".294",".347",".641",".279","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","1907"
"Kaleb Cowart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".279",".339",".618",".267","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","11494"
"Wilmer Difo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".298",".332",".631",".273","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","14320"
"Brallan Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".296",".315",".611",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736999"
"Mitchell Tolman","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".294",".315",".609",".268","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa858829"
"Jorge Flores","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".287",".298",".584",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa550275"
"Daniel Woodrow","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".309",".347",".656",".285","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918257"
"Daniel Palka","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".301",".417",".717",".303","","86","0.0","0.0","","0.0","0.0","0.0","","999.0","14897"
"Carlos Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".293",".385",".678",".290","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","4881"
"Terry Friedl","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".311",".368",".679",".294","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa943754"
"River Stevens","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".290",".322",".612",".268","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658130"
"Barrett Barnes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".300",".360",".661",".286","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa577859"
"Miguel Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".280",".364",".644",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","17075"
"Dylan Cozens","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".290",".405",".696",".295","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","15115"
"Christopher Paul","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".277",".347",".624",".268","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875062"
"Vincent Capra","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".282",".321",".604",".263","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006731"
"Wendell Rijo","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".287",".348",".636",".274","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa739597"
"Jose Pirela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".302",".391",".693",".294","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","5485"
"Osvaldo Duarte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".260",".317",".577",".249","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828299"
"Tyler Saladino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".288",".341",".630",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","10807"
"Harris Brodey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".271",".341",".613",".263","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829783"
"Carlos Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".297",".371",".668",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","7287"
"Aderlin Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".291",".409",".701",".296","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","sa511026"
"Michael Capel","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".290",".378",".668",".285","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918012"
"Alejandro De Aza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".307",".375",".683",".294","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","3371"
"Christian Kelley","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".266",".305",".571",".250","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875583"
"Edwin Diaz","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".267",".327",".594",".257","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738152"
"Cassidy Brown","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".259",".307",".566",".247","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872712"
"Luigi Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".287",".383",".671",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa547914"
"Darren Seferina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".289",".320",".609",".267","","62","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829376"
"Luis Carpio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".282",".321",".603",".264","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa827960"
"Charles Leblanc","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".292",".346",".638",".276","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738521"
"Dustin Geiger","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".268",".354",".622",".267","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549747"
"Eliezer Alvarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".283",".328",".611",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657261"
"Heath Quinn","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".298",".361",".659",".285","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737904"
"Preston Tucker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".304",".391",".695",".298","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","13633"
"Cooper Hummel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".307",".356",".663",".290","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918412"
"Hendrik Clementina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".246",".332",".578",".247","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828422"
"Charles McElroy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".278",".341",".619",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597861"
"Mark Karaviotis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".306",".349",".655",".285","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738977"
"Carlos Asuaje","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".300",".323",".624",".273","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","15197"
"Herlis Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".275",".345",".621",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597740"
"Corey Bird","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".281",".321",".603",".262","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874209"
"Dario Pizzano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".303",".359",".662",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658253"
"Rodrigo Orozco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".307",".348",".655",".285","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa740813"
"Jordan George","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".320",".356",".676",".295","","81","0.0","0.0","","0.0","0.0","0.0","","999.0","sa876211"
"Tyler Freeman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".276",".317",".593",".257","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004755"
"Jalen Miller","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".286",".345",".630",".272","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875016"
"John Norwood","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".296",".366",".661",".285","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa598986"
"Juan Yepez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".289",".374",".664",".283","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa877505"
"Jose Rondon","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".278",".353",".631",".271","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","14140"
"Gavin Cecchini","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".287",".334",".621",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","17005"
"Chris Stewart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".272",".310",".581",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","3878"
